T1,M,E,G,N,ME,GM,MN,GE,NE,GN,MEG,MEN,GNE,GNM,T50,T1c,Mc,Ec,Gc,Nc,MEc ,GMc,MNc,GEc,NEc,GNc,MEGc,MENc,GNEc,GNMc,T50c
0.0025,0.00029,0.00226,0.00258,0.00221,0.00261,0.00158,0.00055,0.00237,0.00224,0.00172,0.0026,0.00172,0.00024,0.00165,0.00158,0.00267,0.00232,0.00137,0.00214,0.00151,0.00312,0.0025,0.00286,0.00265,0.00294,0.00258,0.00239,0.00245,0.00307,0.00291,0.00266
0.00218,0.00027,0.00253,0.00306,0.00271,0.00256,0.00153,0.00058,0.00303,0.0028,0.00279,0.00281,0.00263,0.00035,0.00154,0.0017,0.00261,0.00225,0.00179,0.00249,0.00266,0.00291,0.00295,0.00274,0.00313,0.00264,0.00289,0.00203,0.00265,0.0029,0.00265,0.00289
0.00202,0.00029,0.00225,0.00336,0.00257,0.00241,0.00161,0.00061,0.003,0.00266,0.00298,0.00244,0.00232,0.00019,0.00154,0.00248,0.00251,0.00143,0.002,0.00246,0.00261,0.00313,0.00308,0.00298,0.00302,0.00303,0.00299,0.00309,0.00268,0.00313,0.00237,0.00324
0.00226,0.00024,0.00219,0.00291,0.00282,0.0027,0.00185,0.0005,0.00227,0.00229,0.00257,0.00248,0.00274,0.00029,0.00154,0.00243,0.00236,0.00185,0.00178,0.00244,0.00243,0.00267,0.00263,0.0025,0.00265,0.0025,0.00271,0.00278,0.00218,0.00321,0.00242,0.00305
0.0023,0.00028,0.00237,0.00294,0.00291,0.00308,0.00165,0.00062,0.00305,0.00265,0.00316,0.00291,0.00301,0.00028,0.00161,0.00282,0.0023,0.00138,0.00123,0.00287,0.00274,0.00289,0.00293,0.00287,0.00277,0.00264,0.00284,0.00239,0.0024,0.00291,0.00271,0.00288
0.00227,0.00026,0.00214,0.0017,0.00262,0.00284,0.00156,0.00058,0.00295,0.0026,0.00307,0.00302,0.00305,0.00019,0.00162,0.00264,0.00235,0.00188,0.00124,0.00258,0.00279,0.00313,0.00297,0.00305,0.00278,0.00295,0.00307,0.00302,0.00281,0.00321,0.00286,0.00317
0.00236,0.00037,0.00214,0.00282,0.00176,0.00221,0.00161,0.00064,0.00293,0.00268,0.00299,0.00253,0.00276,0.00029,0.00167,0.00278,0.00151,0.00146,0.00234,0.00265,0.00222,0.00304,0.00287,0.00303,0.00283,0.00273,0.00276,0.00277,0.00248,0.00331,0.00266,0.00269
0.00167,0.00029,0.00224,0.00258,0.00266,0.00253,0.00165,0.00063,0.00302,0.00306,0.00238,0.00318,0.00296,0.00021,0.00164,0.00286,0.00159,0.00261,0.00156,0.00278,0.00245,0.00265,0.00319,0.00314,0.00287,0.0029,0.00281,0.0031,0.00281,0.0031,0.00278,0.00294
0.00172,0.00029,0.00151,0.0029,0.0029,0.00293,0.00155,0.00051,0.00314,0.00314,0.00299,0.00337,0.00308,0.00031,0.00162,0.00289,0.00236,0.00259,0.00205,0.0025,0.00248,0.00279,0.00305,0.0031,0.00309,0.00294,0.00242,0.00269,0.0027,0.00334,0.00313,0.00323
0.002,0.0003,0.00139,0.00282,0.00287,0.00243,0.00143,0.00055,0.00314,0.0028,0.00296,0.00298,0.00287,0.00022,0.00182,0.00284,0.00248,0.00161,0.00202,0.00172,0.00267,0.00296,0.00321,0.00303,0.00315,0.00269,0.00243,0.00295,0.0027,0.00294,0.00339,0.00312
0.00232,0.00029,0.0015,0.00198,0.00296,0.00271,0.0016,0.00056,0.00321,0.0031,0.003,0.00319,0.00329,0.00026,0.00015,0.0029,0.00276,0.00266,0.00141,0.00262,0.00301,0.00225,0.00305,0.00315,0.00305,0.00276,0.00238,0.00306,0.00306,0.00294,0.00328,0.00309
0.00201,0.00029,0.00198,0.00177,0.00288,0.00255,0.00163,0.00058,0.00298,0.00305,0.00164,0.00321,0.00169,0.00018,0.00014,0.00283,0.00249,0.00156,0.00185,0.00258,0.00282,0.00171,0.0029,0.00261,0.00259,0.00249,0.00295,0.00317,0.003,0.0029,0.00302,0.00271
0.002134167,0.000288333,0.002041667,0.002618333,0.002655833,0.00263,0.001604167,0.000575833,0.002924167,0.002755833,0.0026875,0.002893333,0.002676667,0.000250833,0.001378333,0.0025625,,,,,,,,,,,,,,,,
