0000,1000,0100,0010,0001,1100,1010,1001,0110,0101,0011,1110,1101,1011,0111,1111
0.00094,0.00193,0.00036,0.0016,0.00207,0.00124,0.00038,0.0023,0.00055,0.00109,0.00212,0.00049,0.00158,0.00049,0.00131,0.00175
0.00174,0.00186,0.00065,0.00096,0.00207,0.00109,0.00073,0.00222,0.00074,0.00079,0.00241,0.00063,0.00165,0.00065,0.00124,0.0019
0.00088,0.0021,0.00084,0.00164,0.00202,0.00131,0.00062,0.00186,0.00083,0.00103,0.00233,0.00056,0.00152,0.00098,0.00142,0.00198
0.00093,0.00197,0.00101,0.00152,0.00195,0.00132,0.00082,0.00227,0.00064,0.00097,0.00249,0.00064,0.00175,0.00053,0.00135,0.00189
0.00085,0.00217,0.00088,0.00092,0.00097,0.00113,0.00003,0.00214,0.00072,0.00098,0.0023,0.0009,0.00156,0.00055,0.00096,0.00189
0.00173,0.00223,0.00083,0.00142,0.00093,0.00123,0.00064,0.00238,0.00056,0.0011,0.00168,0.00003,0.00155,0.00058,0.00145,0.00183
0.00175,0.00201,0.00083,0.00082,0.0022,0.0013,0.00061,0.00227,0.00034,0.00097,0.00205,0.00057,0.00158,0.0005,0.00106,0.00224
0.00162,0.00219,0.00059,0.00178,0.00219,0.00106,0.00052,0.00226,0.00059,0.00116,0.00244,0.00057,0.00138,0.00049,0.00107,0.00212
0.00084,0.00204,0.00074,0.00172,0.00227,0.00104,0.00049,0.00235,0.00003,0.00105,0.00244,0.00049,0.00147,0.0005,0.00137,0.0021
0.00167,0.0021,0.00065,0.00071,0.00203,0.00106,0.00049,0.00239,0.00049,0.00083,0.0024,0.00064,0.00153,0.00085,0.00154,0.00183
0.00084,0.00196,0.0006,0.0016,0.00194,0.00111,0.00058,0.00198,0.00056,0.00096,0.00235,0.00065,0.00155,0.00055,0.00149,0.002
0.00091,0.00191,0.00074,0.0016,0.00229,0.0009,0.00002,0.00205,0.00047,0.00093,0.00231,0.00048,0.00148,0.00051,0.00136,0.00187
