0000,1000,0100,0010,0001,1100,1010,1001,0110,0101,0011,1110,1101,1011,0111,1111
0.00248,0.0025,0.00139,0.00281,0.0028,0.00221,0.0001,0.00236,0.00187,0.00243,0.00252,0.00024,0.00256,-0.00002,0.00192,0.00098
0.00235,0.00267,0.00142,0.00239,0.00262,0.00187,0.0001,0.00247,0.00179,0.00208,0.00228,-0.00003,0.00263,-0.00001,0.00198,0.00209
0.00218,0.00251,0.00207,0.00191,0.00235,0.00139,0.00013,0.0027,0.00192,0.00191,0.00257,0.00011,0.00251,-0.00001,0.00121,0.00229
0.00243,0.00228,0.00203,0.00279,0.0026,0.0018,0.00024,0.00237,0.00189,0.00234,0.00232,-0.00001,0.00193,0.00008,0.00193,0.00222
0.00244,0.00238,0.00185,0.0024,0.00286,0.00211,0.00002,0.00254,0.00192,0.00229,0.002,-0.00001,0.00248,-0.00001,0.00136,0.00205
0.00247,0.00233,0.00139,0.0025,0.00263,0.00209,-0.00002,0.00255,0.00201,0.00181,0.00217,0.00024,0.00253,-0.00001,0.00141,0.00197
0.00257,0.00231,0.00176,0.00232,0.00235,0.002,0.00008,0.00249,0.00164,0.00232,0.00234,0.00022,0.0025,-0.00001,0.00226,0.00115
0.00231,0.00247,0.00184,0.00179,0.00227,0.00194,0.0001,0.00231,0.00198,0.00245,0.00251,-0.00002,0.00245,-0.00001,0.00203,0.00205
0.0027,0.00224,0.00169,0.00184,0.00285,0.00178,0.00011,0.00255,0.00177,0.00244,0.00247,0.00014,0.00265,-0.00001,0.00203,0.00191
0.00287,0.00261,0.00222,0.0024,0.00306,0.00222,0.00013,0.00224,0.00131,0.00265,0.00277,0.00009,0.00236,0.00015,0.00214,0.00212
0.00273,0.0026,0.00242,0.0026,0.00273,0.0019,-0.00001,0.00215,0.00174,0.00265,0.00263,-0.00001,0.00251,0.00007,0.00218,0.00184
0.0023,0.00274,0.00228,0.00268,0.00295,0.00204,0.00012,0.00259,0.00142,0.00261,0.00275,0.00014,0.00261,0.00007,0.00193,0.00214
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
