0000,1000,0100,0010,0001,1100,1010,1001,0110,0101,0011,1110,1101,1011,0111,1111
0.00205,0.00213,0.00176,0.00213,0.0019,0.00171,0.0002,0.00235,0.0002,0.00167,0.00217,0.00026,0.0024,0.00022,0.00033,0.00155
0.00199,0.00196,0.00173,0.00204,0.00235,0.0018,0.00023,0.00256,0.00018,0.00175,0.00109,0.00028,0.0024,0.00023,0.00044,0.00199
0.00175,0.00191,0.00181,0.00221,0.00211,0.0017,0.00023,0.00261,0.00023,0.00178,0.0011,0.00022,0.00218,0.00022,0.00052,0.00211
0.00185,0.00217,0.00189,0.00202,0.00217,0.00178,0.00026,0.00235,0.00026,0.00189,0.00159,0.0002,0.00211,0.00022,0.00064,0.00184
0.00223,0.00213,0.00189,0.00214,0.00189,0.00174,0.00023,0.00229,0.00026,0.00161,0.0011,0.00022,0.00215,0.00022,0.00035,0.00191
0.00198,0.00232,0.00184,0.00223,0.00213,0.00178,0.00012,0.0025,0.00023,0.00181,0.00108,0.00022,0.00161,0.00014,0.00064,0.00175
0.00214,0.00212,0.00172,0.00197,0.0022,0.00181,0.00011,0.00206,0.00021,0.00103,0.00177,0.00021,0.00231,0.00021,0.00058,0.00187
0.0025,0.00214,0.00172,0.00204,0.00239,0.00104,0.00022,0.00204,0.00026,0.00193,0.00178,0.00026,0.00161,0.00022,0.00032,0.00186
0.00219,0.0024,0.00185,0.00201,0.00145,0.00178,0.00015,0.00239,0.00026,0.00184,0.00105,0.00022,0.00244,0.00026,0.00061,0.0015
0.00232,0.00233,0.00171,0.00215,0.00193,0.0018,0.00011,0.00262,0.00023,0.00107,0.00216,0.00012,0.00229,0.00022,0.00052,0.00132
0.00231,0.00219,0.00178,0.00197,0.00223,0.00167,0.00022,0.00233,0.00026,0.00181,0.0011,0.00009,0.0023,0.00014,0.00029,0.0015
0.00164,0.00242,0.00187,0.00202,0.00233,0.00111,0.00026,0.00228,0.00027,0.00182,0.00206,0.00023,0.00217,0.00026,0.00038,0.00169
