0000,1000,0100,0010,0001,1100,1010,1001,0110,0101,0011,1110,1101,1011,0111,1111
0.00085,0.00085,0.00219,0.00096,0.00052,0.00192,0.00001,0.00136,0.00171,0.00159,0.00037,0.00124,0.00157,0.00003,0.00167,0.00287
0.00043,0.00136,0.00205,0.00031,0.00107,0.00193,0.00046,0.00084,0.00168,0.0017,0.0014,0.00127,0.00218,0.00064,0.00198,0.0023
0.00097,0.00141,0.00208,0.00026,0.00143,0.00203,0.00061,0.00082,0.00174,0.00177,0.00076,0.00053,0.00098,0.00002,0.00059,0.00204
0.00106,0.00078,0.00089,0.00033,0.00066,0.00179,0.00055,0.00119,0.00159,0.00178,0.00029,0.0004,0.00193,0.00039,0.00207,0.0023
0.00042,0.00134,0.00202,0.0007,0.00051,0.00211,0.00076,0.00079,0.0018,0.00103,0.00116,0.00001,0.00195,0.00062,0.00068,0.00217
0.00106,0.00124,0.00184,0.00087,0.00096,0.00198,0.00049,0.00073,0.00182,0.00169,0.00054,0.00043,0.00206,0.0005,0.00175,0.00251
0.00042,0.00121,0.00187,0.00079,0.00055,0.00217,0.00001,0.00106,0.00176,0.00157,0.001,0.0005,0.00177,0.00055,0.00177,0.0028
0.00044,0.00116,0.00183,0.0008,0.00059,0.00196,0.00041,0.00119,0.00163,0.00164,0.0004,0.00041,0.00179,0.00048,0.00214,0.00217
0.00115,0.00118,0.00164,0.00085,0.00096,0.00202,0.00037,0.0013,0.00163,0.00203,0.0003,0.00001,0.00215,0.00002,0.00189,0.00242
0.00044,0.00084,0.00196,0.00039,0.00131,0.00174,0.00001,0.00113,0.00181,0.00148,0.00102,0.00061,0.002,0.00037,0.00173,0.00208
0.0004,0.0012,0.00191,0.00091,0.00094,0.00198,0.00002,0.00112,0.00189,0.00178,0.00094,0.00037,0.00217,0.00049,0.00201,0.00213
0.00065,0.00107,0.00177,0.00073,0.00106,0.00192,0.0004,0.00112,0.00171,0.00173,0.00039,0.00035,0.00193,0.00042,0.00208,0.00209
