,0000,1000,0100,0010,0001,1100,1010,1001,0110,0101,0011,1110,1101,1011,0111,1111
AM 256,0.00187,0.001965833,0.00201,0.001815,0.0016625,0.001869167,0.001739167,0.001460833,0.001949167,0.001701667,0.001830833,0.001703333,0.00192,0.001558333,4.42E-05,0.001855833
AM 512,0.0017775,0.00172,0.001448333,0.002041667,0.001781667,0.001556667,0.001799167,0.002008333,0.001184167,0.001544167,0.001751667,0.0017675,0.002246667,0.002005,0.0000625,0.002046667
AM1024,0.00237,0.00172,0.00231,0.002294167,0.002230833,0.0024125,0.0022475,0.002250833,0.002231667,0.001569167,0.002131667,0.001489167,0.002050833,0.001415833,6.92E-05,0.002244167
AMC8.512,0.001435,0.001416667,0.001671667,0.001060833,0.001573333,0.001376667,0.0015375,0.001350833,7.33E-05,0.001625,0.001456667,0.001306667,0.001914167,0.00159,0.0000675,0.0017275
AMC8.1024,5.83E-05,0.000270833,5.67E-05,0.0000525,4.08E-05,5.83E-05,0.0000525,0.001596667,6.92E-05,3.92E-05,3.83E-05,0.0000525,0.0008125,0.00005,5.92E-05,0.000075
AMP512,0.002270833,0.001834167,0.002555,0.002028333,0.002468333,0.00213,0.002143333,0.001959167,0.002095833,0.002565,0.00273,0.002808333,0.002419167,0.002601667,9.67E-05,0.002145833
AMP1024,0.002281667,0.001961667,0.002650833,0.002185833,0.002388333,0.002021667,0.0023625,0.001855833,0.002345833,0.002050833,0.002073333,0.002519167,0.002345833,0.002335,3.83E-05,0.002546667
AMP2048,0.001850833,0.00157,0.002024167,0.001948333,0.002081667,0.002185833,5.08E-05,0.002165,0.0020325,0.0021975,0.002434167,0.0000875,0.002321667,0.0000825,3.42E-05,0.002820833
CAZ0.0625,0.003073333,0.002626667,0.002274167,0.003334167,0.003245,0.0034075,0.0025775,0.001598333,0.0034775,0.002806667,0.003611667,0.003549167,0.003724167,0.003850833,0.001396667,0.00279
CAZ0.1,0.002134167,0.000288333,0.002041667,0.002618333,0.002655833,0.00263,0.001604167,0.000575833,0.002924167,0.002755833,0.0026875,0.002893333,0.002676667,0.001378333,0.000250833,0.0025625
CAZ0.125,0.001888333,0.000168333,5.92E-05,0.003003333,0.002290833,0.001826667,0.000659167,0.000135,0.002995833,0.00278,0.0028975,0.00275,0.002409167,0.001025833,0.0001025,0.002683333
CEC 1,0.002258333,0.000234167,0.002395833,0.002150833,0.001995833,0.00215,0.002241667,0.000171667,0.00223,0.001845833,0.0026475,0.00264,0.000095,9.33E-05,0.000214167,0.000515833
CPD 2,0.000595,0.000431667,0.001760833,0.002604167,0.000245,0.0006375,0.002650833,0.000388333,0.00291,0.001470833,0.0030425,0.0009625,0.000985833,0.0011025,0.003095833,0.003268333
CPR80,0.0026575,0.002329167,0.0027675,0.002689167,0.002359167,0.002675833,0.0026875,0.0027025,0.0027225,0.002669167,0.002693333,0.002705,0.002769167,0.002668333,0.002954167,0.002871667
CPR100,0.001743333,0.001553333,0.0020175,0.0017625,0.001661667,0.0002225,0.000165,0.000255833,0.002041667,0.00205,0.001785,0.001810833,0.000239167,0.000220833,0.0002175,0.000288333
CPR128,7.33333E-05,8.66667E-05,0.00015,0.000065,5.16667E-05,6.41667E-05,6.33333E-05,0.0000575,0.000455833,0.00007,8.33333E-05,0.000065,0.000085,4.83333E-05,5.08333E-05,6.66667E-05
CRO 0.045,0.001091667,0.00083,0.00288,0.002554167,0.000286667,0.001406667,0.0031725,0.00054,0.002731667,0.000655833,0.003041667,0.00274,0.000750833,0.0011525,0.000435833,0.003226667
CTT0.0325,0.002125,0.003238333,0.003290833,0.002804167,0.001921667,0.000545833,0.0028825,0.002965833,0.003081667,0.0028875,0.0005875,0.0031925,0.003180833,0.00089,0.0035075,0.002543333
CTT0.0625,0.003034167,0.004005,0.003565833,0.003705,0.003595833,0.0034775,0.003630833,0.0035375,0.0038125,0.003818333,0.003765833,0.0037825,0.003991667,0.003931667,0.00413,0.002955833
CTT0.125,0.000815833,0.000453333,0.00161,0.00196,0.000549167,0.000634167,0.000810833,0.000775833,0.002973333,0.000203333,0.000840833,0.000940833,0.000748333,0.000799167,0.000770833,0.000705833
CTX0.04,0.0001225,0.000115,0.000144167,0.002563333,0.000181667,0.0001275,0.000154167,0.000103333,0.002681667,0.000115833,0.00011,0.0026875,8.58E-05,9.67E-05,0.0001125,0.003385
CTX0.05,0.00016,0.000185,0.001653333,0.001935833,0.000085,0.000225,0.001969167,0.00014,0.002295,0.0001375,0.0023475,0.000119167,9.17E-05,0.000203333,0.002269167,0.002411667
CTX0.06,0.000196667,0.000203333,0.002216667,0.002938333,0.000198333,0.0006575,0.003005,0.000176667,0.002761667,0.0004625,0.003565833,0.002913333,0.000115,0.001026667,0.000114167,0.00233
CTX0.123,0.0001525,0.000214167,0.000193333,0.003455,0.000150833,0.0001975,0.002994167,0.000190833,0.0033525,0.000811667,0.003359167,0.003623333,0.0001625,0.000195,0.00019,0.002528333
CXM1.5,0.0017475,0.0004225,0.00294,0.00207,0.0017,0.002024167,0.001910833,0.001578333,0.002918333,0.002173333,0.0019375,0.001590833,0.0016775,0.002754167,0.003271667,0.002923333
FEP0.0156,0.00259,0.002066667,0.00244,0.002393333,0.002571667,0.002735,0.002956667,0.002445833,0.002651667,0.0028075,0.002831667,0.002795833,0.002863333,0.0026325,0.000610833,0.0032025
FEP0.0312,0.002129167,0.0005325,0.0020575,0.002501667,0.002066667,0.0022,0.002799167,0.000835,0.003083333,0.0029125,0.00282,0.003190833,0.002399167,0.0032275,0.0001175,0.002926667
SAM8.8,0.001879167,0.0021975,0.002455833,0.000133333,0.0025325,0.002504167,0.002308333,0.00257,8.33E-05,0.002436667,9.42E-05,0.002528333,0.003001667,0.002885833,9.42E-05,0.003453333
SAM9.16,0.002233333,0.00264,0.002393333,0.000113333,0.002648333,0.002304167,0.000136667,0.002001667,9.08E-05,0.0018125,0.002839167,0.0000675,0.0026775,0.0001375,3.67E-05,0.0001175
