"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",0,0,0,0.984470846,0.01552915396,0,0,0,0,0,0,0,0,0,0,0
"2",0.1352941176,0,0,0,0,0,0.1862752941,0.6784305882,0,0,0,0,0,0,0,0
"3",0.6171861963,0,0,0,0,0.2031256152,0,0,0,0.1796881885,0,0,0,0,0,0
"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6",0,0.1534845128,0,0,0,0,0,0,0,0,0,0.198120406,0.6483950812,0,0,0
"7",0,0,0,0.5408925955,0,0,0,0,0,0,0,0,0,0.4591074045,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"9",0,0,0.1549361613,0.5029328463,0,0,0,0,0,0,0,0.3421309925,0,0,0,0
"10",0,0,0,0,0.2526595745,0,0,0,0,0,0,0,0.7473404255,0,0,0
"11",0,0,0,0.5058142476,0.05232561182,0,0,0,0,0,0,0,0,0.4418601406,0,0
"12",0,0,0,0,0,0,0.1018775295,0,0,0,0,0,0,0,0,0.8981224705
"13",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"14",0,0,0,0,0,0,0,0.07406666667,0,0,0,0,0,0,0,0.9259333333
"15",0,0,0,0,0,0,0,0,0.1787042106,0.2360594825,0.269118424,0,0,0,0,0.3161178829
"16",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
