"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",0,0.007589174316,0.453326578,0.5390842477,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0.02192781692,0.9780721831,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0.04145153749,0,0.4466317983,0,0.5119166642,0,0,0,0,0
"5",0.03067484663,0,0,0,0,0,0,0.02249488753,0,0.02147239264,0.9253578732,0,0,0,0,0
"6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8",0,0.4153858935,0,0,0,0,0,0,0,0,0,0,0,0.5846141065,0,0
"9",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10",0,0,0.4155813571,0,0,0,0,0,0,0,0,0,0,0,0.5844186429,0
"11",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"12",0,0,0,0,0,0.0164742007,0.2879751239,0,0.338695015,0,0,0,0,0,0,0.3568556603
"13",0,0,0,0,0,0.05232854159,0,0.01896075438,0,0.01797934887,0,0,0,0,0,0.9107313552
"14",0,0,0,0,0,0,0.2886134872,0,0,0,0.3504494278,0,0,0,0,0.360937085
"15",0,0,0,0,0,0,0,0,0.1047286614,0,0.3175670745,0,0,0,0,0.5777042641
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
