0000,1000,0100,0010,0001,1100,1010,1001,0110,0101,0011,1110,1101,1011,0111,1111
0.00194,0.00197,0.00238,0.00198,0.00192,0.0021,0.00022,0.00215,0.00224,0.00227,0.0027,0.00045,0.00278,0.0007,0.0024,0.00285
0.00195,0.00172,0.00203,0.00199,0.00207,0.00205,0.00045,0.00231,0.00246,0.00228,0.00234,0.00055,0.00259,0.0006,0.00247,0.00283
0.00229,0.00187,0.00216,0.00203,0.00231,0.00202,0.00052,0.00214,0.00245,0.00243,0.00248,0.00044,0.00261,0.00058,0.00271,0.0027
0.00222,0.0017,0.0022,0.00212,0.0025,0.00223,0.0007,0.00214,0.00238,0.00263,0.00254,0.00002,0.0027,0.00067,0.00255,0.00282
0.00205,0.00177,0.00257,0.00206,0.0025,0.00235,0.00046,0.00232,0.00205,0.00229,0.00244,0.0005,0.0026,0.00061,0.00264,0.00303
0.00213,0.00188,0.00232,0.00202,0.00226,0.0022,0.00066,0.0023,0.0022,0.00246,0.00248,0.00056,0.00267,0,0.00302,0.00308
0.00252,0.00184,0.00241,0.00186,0.0025,0.00237,0.00048,0.00224,0.00207,0.00227,0.0023,0.00058,0.00255,0.00085,0.00294,0.00301
0.00223,0.00157,0.00259,0.00211,0.00237,0.00228,0.00002,0.00207,0.00224,0.00208,0.0026,0.0007,0.00234,0.00074,0.003,0.00271
0.00233,0.00194,0.00243,0.00181,0.00251,0.00239,0.0006,0.00203,0.00245,0.00252,0.00261,0.00064,0.00219,0.00073,0.00317,0.00296
0.00209,0.00191,0.00273,0.00217,0.00258,0.00245,0.00054,0.00218,0.00271,0.00236,0.0025,0.00064,0.00253,0.00088,0.00308,0.00252
0.00233,0.00172,0.00272,0.00204,0.00248,0.00195,0.00001,0.00234,0.00236,0.00209,0.00261,0.00055,0.0029,0.00087,0.00299,0.00255
0.00207,0.00201,0.00259,0.00226,0.00245,0.00246,0.00055,0.00086,0.0026,0.00259,0.00201,0.0006,0.0028,0.0005,0.00302,0.00255
