,0,1000,100,10,1,1100,1010,1001,110,101,11,1110,1101,1011,111,1111
AM 256,0.002055833,0.0021775,0.0024,0.0017775,0.002086667,0.002359167,0.0001775,0.001898333,0.0022425,0.0019825,0.001785,5.08E-05,0.002214167,0.0000325,0.00236,0.002749167
AM 512,0.001729167,0.001800833,0.001868333,0.001799167,0.0020875,0.002021667,0.000395,0.001876667,0.002188333,0.002881667,0.003835,0.002833333,0.002298333,0.0008325,0.003156667,0.002058333
AM 1024,0.001221667,0.001290833,0.001480833,0.001730833,0.001271667,0.001345,0.000119167,0.001231667,0.001480833,0.001434167,0.001285,7.41667E-05,0.001865,0.0000475,0.001350833,0.001513333
AMC 8.16,0.002485833,0.00247,0.001863333,0.002369167,0.0026725,0.001945833,9.17E-05,0.002443333,0.001771667,0.002331667,0.002444167,9.17E-05,0.002476667,2.33E-05,0.001865,0.001900833
AMC 8.32,0.002025,0.002029167,0.001845,0.002356667,0.002076667,0.001419167,0.000938333,0.001731667,0.000640833,0.0017325,0.001941667,0.00328,0.002169167,0.001019167,0.001645833,0.002066667
AMC 8.64,0.002170833,0.002209167,0.000103333,0.002209167,0.001794167,0.001016667,7.91667E-05,0.001495,8.58333E-05,0.000349167,0.001695,0.000103333,0.001699167,0.0000825,0.000101667,0.00012
AMP 2048,0.002179167,0.001825,0.0024275,0.0020375,0.002370833,0.0022375,0.000434167,0.00209,0.002350833,0.002355833,0.0024675,0.000519167,0.002605,0.000644167,0.0028325,0.002800833
AMP 1024,0.002065,0.002124167,0.002525833,0.002154167,0.002300833,0.002585833,0.000360833,0.002128333,0.0026625,0.0022775,0.0024325,0.0004425,0.002731667,0.000476667,0.002685833,0.0026675
AMP 3072,0.001395,0.002224167,0.001578333,0.001838333,0.002045833,0.001794167,0.000460833,0.002400833,0.001723333,0.001433333,0.002350833,0.000493333,0.001659167,0.0005225,0.001783333,0.001991667
CAZ 0.25,0.001160833,0.001564167,0.002115,0.002036667,0.0007125,0.002135833,0.000485833,0.001091667,0.0019325,0.001936667,0.001685833,0.0014,0.002135833,0.000593333,0.0023475,0.002468333
CAZ 0.50,0.000210833,0.000265833,0.001995833,0.001786667,0.00023,0.001885,0.000216667,0.000304167,0.002100833,0.001965833,0.001480833,0.000274167,0.002051667,0.0003575,0.001985,0.0021175
CAZ 0.125,0.001815833,0.001701667,0.002055,0.0021,0.001750833,0.002011667,0.001183333,0.001846667,0.002115,0.002149167,0.0021725,0.001795833,0.002235,0.00103,0.002205,0.0023025
CEC 4,0.001225,0.002039167,0.000726667,0.0013575,0.001910833,0.001149167,0.000494167,0.002205833,0.000543333,0.000988333,0.002276667,0.000554167,0.00155,0.000598333,0.001301667,0.00195
CEC 2,0.00245,0.0023125,0.001730833,0.0024425,0.002459167,0.001560833,0.000219167,0.002358333,0.001875833,0.002143333,0.00226,0.0002025,0.002238333,0.000261667,0.001615833,0.001926667
CEC 8,0.000928333,0.00189,0.000961667,0.001525,0.0019125,0.000404167,0.000269167,0.001973333,0.0003325,0.000348333,0.001571667,0.000375833,0.000595833,0.00039,0.000431667,0.001525
CPD 128,0.00028,0.000631667,0.001590833,0.001189167,0.000269167,0.001855833,0.00026,0.0001575,0.001855,0.001730833,0.0002375,0.000258333,0.001959167,0.000169167,0.001864167,0.0020025
CPD 64,0.001901667,0.002604167,0.001671667,0.002020833,0.001975833,0.002554167,0.0024075,0.003074167,0.0033375,0.002848333,0.004706667,0.003675833,0.004238333,0.002659167,0.003874167,0.002246667
CPD 96,0.001430833,0.000943333,0.002044167,0.000968333,0.00098,0.001944167,0.000995,0.001273333,0.002955833,0.0030175,0.00175,0.0026525,0.002444167,0.0016125,0.00213,0.002199167
CPR 32,0.002079167,0.002185,0.0017975,0.0020775,0.00209,0.001643333,0.000195,0.002365,0.0002375,0.0016675,0.001504167,0.000210833,0.002164167,0.000213333,0.000468333,0.001740833
CPR 16,0.0025375,0.002781667,0.002189167,0.002388333,0.002781667,0.002681667,0.000251667,0.002709167,0.0018875,0.002808333,0.0027425,0.0001925,0.002440833,0.0001375,0.001846667,0.002229167
CPR 64,0.0006425,0.001574167,0.000200833,0.0007525,0.0016875,0.000546667,0.000173333,0.001624167,0.0001525,0.000500833,0.001635833,0.00021,0.002190833,0.000148333,0.000163333,0.000119167
CRO 0.05,0.0017625,0.001871667,0.001876667,0.001490833,0.0017575,0.0022025,0.0016475,0.0018425,0.002100833,0.0018225,0.002635,0.001324167,0.002289167,0.001255,0.0025625,0.002640833
