0000,1000,0100,0010,0001,1100,1010,1001,0110,0101,0011,1110,1101,1011,0111,1111
0.00252,0.00217,0.00088,0.00229,0.00235,0.00197,0.00013,0.00243,0.00199,0.00179,0.00231,0.00014,0.00247,0.00023,0.00289,0.0028
0.00242,0.0024,0.001,0.0025,0.00221,0.00222,0.00015,0.00246,0.00198,0.00167,0.00265,0.00014,0.00258,0.00013,0.00266,0.00275
0.00236,0.00237,0.00103,0.00267,0.00237,0.00207,0.00016,0.00248,0.0019,0.00179,0.00234,0.00017,0.00175,0.00023,0.00279,0.00258
0.00255,0.00261,0.00141,0.00256,0.00226,0.00187,0.00024,0.00246,0.00212,0.00159,0.0025,0.00016,0.00249,0.00015,0.00274,0.00245
0.00263,0.00249,0.00097,0.00247,0.00233,0.00207,0.00015,0.00206,0.0019,0.00158,0.00257,0.00023,0.00266,0.00142,0.00284,0.00293
0.0027,0.00249,0.00099,0.00261,0.00238,0.00214,0.00014,0.00263,0.002,0.00171,0.00267,0.00017,0.00252,0.00014,0.00279,0.0026
0.00256,0.00238,0.00107,0.00227,0.0023,0.00203,0.00022,0.00252,0.00119,0.00154,0.00247,0.00022,0.00241,0.0003,0.00269,0.00278
0.00267,0.00255,0.00094,0.00237,0.00242,0.00191,0.00014,0.0025,0.00129,0.00166,0.00262,0.00025,0.0017,0.00013,0.00266,0.00304
0.0026,0.00254,0.00101,0.00254,0.00259,0.0019,0.00017,0.00248,0.00202,0.00164,0.00262,0.00022,0.00236,0.00014,0.00292,0.00293
0.0027,0.00262,0.00096,0.00267,0.00238,0.00221,0.00019,0.00265,0.00125,0.00165,0.00256,0.00024,0.00247,0.00014,0.00268,0.00307
0.00265,0.00248,0.00106,0.00232,0.0027,0.00188,0.00014,0.00252,0.00214,0.00157,0.00253,0.00036,0.00272,0.00019,0.0027,0.00304
0.0025,0.00233,0.00117,0.00244,0.00262,0.00193,0.00014,0.00247,0.0021,0.00177,0.00244,0.00026,0.00234,0.00011,0.00299,0.00048
