0000,1000,0100,0010,0001,1100,1010,1001,0110,0101,0011,1110,1101,1011,0111,1111
0.00195,0.00185,0.00041,0.00234,0.00231,0.00057,0.0004,0.00232,0.00041,0.00034,0.00213,0.0003,0.0004,0.00028,0.00041,0.00058
0.00208,0.00126,0.00057,0.0024,0.00226,0.00027,0.0004,0.00223,0.00073,0.00095,0.00198,0.00041,0.00057,0.00069,0.00057,0.00041
0.0021,0.00111,0.00063,0.00235,0.00207,0.00084,0.0004,0.00224,0.00056,0.00058,0.00196,0.00074,0.00185,0.00082,0.00058,0.0001
0.00214,0.0012,0.00072,0.00231,0.00125,0.00057,0.00041,0.00225,0.00096,0.00057,0.00197,0.00069,0.00121,0.00073,0.00069,0.00042
0.00217,0.00198,0.00054,0.00074,0.0019,0.00233,0.00192,0.00215,0.00069,0.00057,0.0012,0.00052,0.00274,0.00144,0.00069,-0.00129
0.00202,0.00217,0.00152,0.00309,0.00077,0.0023,0.00041,0.00306,0.00169,0.00104,0.00201,0.00069,0.00084,0.00115,0.00074,0.00041
0.00201,0.00206,0.00063,0.00265,0.00217,0.00062,0.00051,0.00181,0.00062,0.00112,0.00119,0.00048,0.00068,0.00069,0.00045,0.00065
0.00207,0.00183,0.00198,0.00311,0.00109,0.00208,0.00064,0.00299,0.00044,0.00081,0.00196,0.0004,0.00083,0.00058,0.0004,0.00068
0.002,0.00184,0.00087,0.00248,0.00209,0.00056,0.00026,0.00203,0.00039,0.00064,0.00207,0.00059,0.00053,0.00183,0.00052,0.00052
0.00192,0.00116,0.00087,0.00291,0.00182,0.00041,0.00026,0.00188,0.0004,0.0004,0.002,0.0004,0.00057,0.00058,0.00041,0.00065
0.00203,0.00191,0.00073,0.00317,0.00168,0.0004,0.00027,0.00118,0.00043,0.00015,0.00199,0.0004,0.00073,0.00041,0.00057,0.00072
0.00202,0.00197,0.00057,0.00235,0.00233,0.00042,0.0004,0.0026,0.00028,0.0004,0.00193,0.0004,0.00057,0.00041,0.0004,0.0004
