T1,M,E,G,N,ME,GM,MN,GE,NE,GN,MEG,MEN,GNE,GNM,T50,T1c,Mc,Ec,Gc,Nc,MEc ,GMc,MNc,GEc,NEc,GNc,MEGc,MENc,GNEc,GNMc,T50c
0.00335,0.00325,0.00217,0.00001,0.00368,0.00317,0.00144,0.0026,0.00287,0.00281,0.00191,0.00174,0.00285,-0.00001,0.00049,0.00262,0.00305,0.00285,0.00274,0.00267,0.00202,0.00373,0.00265,0.00295,0.0024,0.00345,0.00278,0.00315,0.00351,0.00344,0.00284,0.00326
0.00314,0.00315,0.00305,0.00174,0.00304,0.003,0.00193,0.00255,0.00289,0.00278,0.00211,0.00303,0.00343,0.00011,0.00134,0.00284,0.00268,0.00168,0.00251,0.00312,0.00175,0.00155,0.00317,0.00354,0.0023,0.00344,0.00359,0.00347,0.00293,0.00361,0.00348,0.00344
0.00301,0.00271,0.00269,0.0017,0.00316,0.00326,0.00157,0.00269,0.00295,0.00319,0.0028,0.00276,0.00333,0.00012,0.00169,0.00269,0.00289,0.0031,0.00308,0.00302,0.00283,0.00352,0.0027,0.003,0.00319,0.00341,0.00368,0.00348,0.00325,0.00345,0.00341,0.00278
0.00307,0.00214,0.00318,0.00215,0.00297,0.00336,0.00298,0.00287,0.0027,0.00312,0.0031,0.00255,0.00322,-0.00001,0.00188,0.00258,0.00316,0.00297,0.00272,0.00302,0.0027,0.00269,0.00248,0.00323,0.00278,0.00344,0.00325,0.00352,0.00306,0.00334,0.00329,0.00352
0.00292,0.00297,0.00292,0.00219,0.00346,0.00332,0.00207,0.00301,0.00267,0.00281,0.00183,0.00305,0.00297,0.00006,0.00164,0.00252,0.00278,0.00302,0.00309,0.00272,0.00248,0.00355,0.00283,0.0033,0.00308,0.00343,0.00334,0.0035,0.00351,0.00311,0.00346,0.00351
0.00305,0.00266,0.00266,0.00204,0.00273,0.00345,0.00311,0.00299,0.00275,0.00303,0.00326,0.00304,0.00282,0.00011,0.00189,0.00257,0.0028,0.00268,0.00283,0.00265,0.00349,0.00278,0.00313,0.00313,0.00313,0.00365,0.00359,0.00355,0.00356,0.0038,0.00365,0.00369
0.00364,0.00306,0.00262,0.00214,0.00357,0.00298,0.00155,0.00281,0.00263,0.0029,0.00314,0.00316,0.00293,-0.00004,0.00187,0.00242,0.00313,0.00337,0.00279,0.00323,0.0035,0.00424,0.00325,0.00324,0.00304,0.00325,0.00359,0.00352,0.00377,0.00334,0.00342,0.00319
0.00164,0.00283,0.00311,0.00139,0.00348,0.00331,0.00284,0.00316,0.00303,0.00307,0.00303,0.00307,0.00225,0.00052,0.00172,0.00264,0.00299,0.00338,0.00323,0.00338,0.00369,0.00311,0.00313,0.0037,0.0032,0.00364,0.0036,0.00365,0.00279,0.0033,0.00369,0.00332
0.00317,0.00351,0.00295,0.00192,0.00183,0.00154,0.00203,0.00307,0.00325,0.00322,0.0031,0.00228,0.00272,0.00017,0.00159,-0.00001,0.00295,0.00316,0.00329,0.00284,0.00377,0.00412,0.00376,0.00359,0.00372,0.00353,0.00396,0.00377,0.00352,0.00345,0.0033,0.00319
0.00165,0.00282,0.00162,0.00207,0.00361,0.00357,0.00296,0.00277,0.00339,0.00306,0.00322,0.00314,0.00261,0.00004,0.00145,0.00264,0.00365,0.00315,0.00339,0.00282,0.00369,0.00395,0.00322,0.00308,0.00327,0.00354,0.00394,0.00374,0.00332,0.00352,0.00344,0.00329
0.00152,0.00284,0.0017,0.00262,0.00275,0.00262,0.00031,0.0002,0.00344,0.0028,0.00296,0.00272,0.00332,0.00012,0.00187,0.00256,0.00298,0.00256,0.00324,0.00371,0.00356,0.00345,0.0034,0.00333,0.00361,0.00343,0.00391,0.00341,0.00358,0.00318,0.0034,0.00303
0.00256,0.0028,0.0032,0.0017,0.00213,0.00284,0.00202,0.00267,0.00261,0.00263,0.00318,0.00305,0.00295,0.00011,0.00167,0.00229,0.00324,0.00333,0.00341,0.00312,0.00336,0.00342,0.00317,0.0031,0.00348,0.00352,0.00405,0.00357,0.00371,0.00339,0.00334,0.00321
0.002726667,0.002895,0.002655833,0.001805833,0.003034167,0.003035,0.0020675,0.002615833,0.002931667,0.002951667,0.002803333,0.002799167,0.00295,0.000108333,0.001591667,0.002363333,,,,,,,,,,,,,,,,
