T1,M,E,G,N,ME,GM,MN,GE,NE,GN,MEG,MEN,GNE,GNM,T50,T1c,Mc,Ec,Gc,Nc,MEc ,GMc,MNc,GEc,NEc,GNc,MEGc,MENc,GNEc,GNMc,T50c
0.00177,0.00015,0.00001,0.00286,0.00221,0.00179,0.00062,0.00015,0.00275,0.00229,0.00272,0.00154,0.00241,0,0.00109,0.0022,0.00263,0.0021,0.0001,0.00269,0.00231,0.00223,0.00258,0.00179,0.00311,0.00283,0.00197,0.00298,0.0027,0.00278,0.00119,0.00297
0.0023,0.00016,0.00004,0.00236,0.00212,0.00197,0.00056,0.00013,0.00276,0.00099,0.00254,0.001,0.00214,0.00002,0.00107,0.00266,0.00286,0.00142,-0.00001,0.00135,0.002,0.00227,0.00283,0.00222,0.00328,0.00282,0.00254,0.00254,0.00316,0.00254,0.00223,0.00288
0.00252,0.00016,0.00009,0.00278,0.0022,0.00177,0.00062,0.00013,0.00313,0.00319,0.0028,0.00307,0.00221,0.00021,0.00108,0.0031,0.00237,0.00145,0.00001,0.00271,0.00251,0.00273,0.00272,0.00194,0.00284,0.00283,0.00262,0.00287,0.00279,0.00265,0.00269,0.00277
0.00177,0.00016,-0.00002,0.00322,0.00209,0.00188,0.00072,0.00015,0.00315,0.00302,0.00317,0.00317,0.00234,0.00022,0.00113,0.00155,0.00207,0.00259,0,0.00245,0.00252,0.00267,0.00271,0.00207,0.00248,0.0031,0.00248,0.00267,0.00255,0.00328,0.00292,0.00263
0.00136,0.00019,-0.00001,0.00345,0.0023,0.00121,0.00064,0.00013,0.0032,0.00315,0.00341,0.00333,0.00246,0.00002,0.00112,0.00301,0.00238,0.0028,0.00012,0.00255,0.00123,0.0024,0.00273,0.00211,0.00304,0.00266,0.00238,0.00272,0.00254,0.00333,0.00289,0.0026
0.00181,0.00015,-0.00002,0.00342,0.00245,0.0018,0.00071,0.00011,0.00312,0.00313,0.00312,0.00338,0.00247,0.00002,0.00114,0.00303,0.00221,0.00287,0.00013,0.00254,0.00233,0.00267,0.003,0.00204,0.0031,0.00302,0.00268,0.00285,0.00267,0.00302,0.00263,0.00234
0.00199,0.00019,0.00013,0.00256,0.00239,0.00188,0.00067,0.00009,0.00305,0.00308,0.00206,0.00326,0.00222,0.00017,0.00116,0.00263,0.00228,0.00222,-0.00001,0.00254,0.00241,0.00258,0.00295,0.00201,0.00314,0.00262,0.00246,0.00312,0.00234,0.00244,0.00247,0.00312
0.00188,0.00018,0.00013,0.00327,0.00236,0.0019,0.00069,0.00015,0.00237,0.00323,0.00251,0.00296,0.00261,0.00017,0.00086,0.00309,0.00299,0.00299,0.00013,0.00269,0.00234,0.00232,0.00318,0.00182,0.00329,0.00322,0.00263,0.00317,0.00269,0.00307,0.00263,0.00342
0.00206,0.00019,0.00008,0.00342,0.00246,0.00202,0.00069,0.00011,0.00305,0.00329,0.00318,0.00351,0.00248,0.00002,0.00093,0.00292,0.00209,0.00281,0.00011,0.00281,0.00235,0.00268,0.0028,0.0021,0.00331,0.00303,0.00268,0.00287,0.00265,0.00357,0.00284,0.00298
0.00137,0.00017,0.00013,0.00288,0.00234,0.00187,0.00055,0.00014,0.00307,0.00153,0.0025,0.00261,0.00237,0.00018,0.00102,0.00275,0.00141,0.00187,0.00001,0.00279,0.00229,0.00281,0.00147,0.00267,0.00144,0.00254,0.0028,0.00322,0.00282,0.00286,0.00267,0.00278
0.00194,0.00013,0.00013,0.00323,0.00236,0.00206,0.00079,0.00015,0.00309,0.00324,0.00344,0.00264,0.0026,0.00003,0.00088,0.00262,0.00241,0.00231,0,0.00305,0.00149,0.00326,0.00271,0.0032,0.00316,0.00272,0.00272,0.00322,0.00296,0.00306,0.00315,0.00271
0.00189,0.00019,0.00002,0.00259,0.00221,0.00177,0.00065,0.00018,0.00321,0.00322,0.00332,0.00253,0.0026,0.00017,0.00083,0.00264,0.00251,0.00249,0.00009,0.0027,0.00148,0.00258,0.00277,0.00277,0.00326,0.00251,0.00325,0.00282,0.00293,0.00299,0.00208,0.00278
0.001888333,0.000168333,5.92E-05,0.003003333,0.002290833,0.001826667,0.000659167,0.000135,0.002995833,0.00278,0.0028975,0.00275,0.002409167,0.0001025,0.001025833,0.002683333,,,,,,,,,,,,,,,,
